,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,title,city,dates,theatre,city_opening_date,city_closing_date
17625,17625,17625,17625,Two Gentlemen of Verona (Tour),"New Haven, CT","Nov 23, 1973 - Nov 24, 1973",Shubert Performing Arts Center,1973-11-23 00:00:00,1973-11-24 00:00:00
17626,17626,17626,17626,Two Gentlemen of Verona (Tour),"Hartford, CT","Nov 19, 1973 - Nov 20, 1973",Bushnell,1973-11-19 00:00:00,1973-11-20 00:00:00
17627,17627,17627,17627,Two Gentlemen of Verona (Tour),"Madison, WI","Nov 12, 1973 - Nov 12, 1973",Wisconsin Union Theater,1973-11-12 00:00:00,1973-11-12 00:00:00
17628,17628,17628,17628,Two Gentlemen of Verona (Tour),"Louisville, KY","Nov 05, 1973 - Nov 07, 1973",Macauley Theatre,1973-11-05 00:00:00,1973-11-07 00:00:00
17629,17629,17629,17629,Two Gentlemen of Verona (Tour),"Norfolk, VA","Oct 20, 1973 - Oct 21, 1973",Chrysler Hall,1973-10-20 00:00:00,1973-10-21 00:00:00
17630,17630,17630,17630,Two Gentlemen of Verona (Tour),"Burlington, VT","Oct 09, 1973 - Oct 09, 1973",Burlington Memorial Auditorium,1973-10-09 00:00:00,1973-10-09 00:00:00
17631,17631,17631,17631,Two Gentlemen of Verona (Tour),"Indiana, PA","Oct 01, 1973 - Oct 01, 1973",Fisher Auditorium (PA),1973-10-01 00:00:00,1973-10-01 00:00:00
17632,17632,17632,17632,Two Gentlemen of Verona (Tour),"Princeton, NJ","Sep 20, 1973 - Sep 22, 1973",McCarter Theatre ,1973-09-20 00:00:00,1973-09-22 00:00:00
17633,17633,17633,17633,The Unsinkable Molly Brown (Tour),"Nashville, TN","Jun 12, 1990 - Jun 17, 1990",Tennessee Performing Arts Center,1990-06-12 00:00:00,1990-06-17 00:00:00
17634,17634,17634,17634,The Unsinkable Molly Brown (Tour),"Charlotte, NC","Jun 05, 1990 - Jun 10, 1990",Ovens Auditorium,1990-06-05 00:00:00,1990-06-10 00:00:00
17635,17635,17635,17635,The Unsinkable Molly Brown (Tour),"Baltimore, MD","May 08, 1990 - Jun 03, 1990",Lyric Opera House,1990-05-08 00:00:00,1990-06-03 00:00:00
17636,17636,17636,17636,The Unsinkable Molly Brown (Tour),"Wilmington, DE","May 01, 1990 - May 06, 1990",The Playhouse on Rodney Square,1990-05-01 00:00:00,1990-05-06 00:00:00
17637,17637,17637,17637,The Unsinkable Molly Brown (Tour),"New Haven, CT","Mar 27, 1990 - Apr 08, 1990",Shubert Performing Arts Center,1990-03-27 00:00:00,1990-04-08 00:00:00
17638,17638,17638,17638,The Unsinkable Molly Brown (Tour),"Cleveland, OH","Mar 13, 1990 - Mar 18, 1990",KeyBank State Theatre,1990-03-13 00:00:00,1990-03-18 00:00:00
17639,17639,17639,17639,The Unsinkable Molly Brown (Tour),"Detroit, MI","Jan 23, 1990 - Feb 18, 1990",Fisher Theatre,1990-01-23 00:00:00,1990-02-18 00:00:00
17640,17640,17640,17640,The Unsinkable Molly Brown (Tour),"San Francisco, CA","Dec 05, 1989 - Dec 31, 1989",Golden Gate Theatre,1989-12-05 00:00:00,1989-12-31 00:00:00
17641,17641,17641,17641,The Unsinkable Molly Brown (Tour),"Seattle, WA","Nov 21, 1989 - Nov 26, 1989",5th Avenue Theatre,1989-11-21 00:00:00,1989-11-26 00:00:00
17642,17642,17642,17642,The Unsinkable Molly Brown (Tour),"Los Angeles, CA","Sep 12, 1989 - Oct 08, 1989",Pantages Theatre - Los Angeles,1989-09-12 00:00:00,1989-10-08 00:00:00
17643,17643,17643,17643,The Unsinkable Molly Brown (Tour),"San Diego, CA","Aug 22, 1989 - Aug 27, 1989",San Diego Civic Theatre,1989-08-22 00:00:00,1989-08-27 00:00:00
17644,17644,17644,17644,The Unsinkable Molly Brown (Tour),"St. Louis, MO","Aug 14, 1989 - Aug 20, 1989",The Muny,1989-08-14 00:00:00,1989-08-20 00:00:00
17645,17645,17645,17645,The Unsinkable Molly Brown (Tour),"Atlanta, GA","Aug 08, 1989 - Aug 13, 1989",Fox Theatre,1989-08-08 00:00:00,1989-08-13 00:00:00
17646,17646,17646,17646,The Unsinkable Molly Brown (Tour),"Pittsburgh, PA","Aug 01, 1989 - Aug 06, 1989",Benedum Center,1989-08-01 00:00:00,1989-08-06 00:00:00
17647,17647,17647,17647,The Unsinkable Molly Brown (Tour),"Louisville, KY","Jul 25, 1989 - Jul 30, 1989",Kentucky Center For The Performing Arts,1989-07-25 00:00:00,1989-07-30 00:00:00
17648,17648,17648,17648,The Unsinkable Molly Brown (Tour),"Denver, CO","Jul 18, 1989 - Jul 23, 1989",Ellie Caulkins Opera House,1989-07-18 00:00:00,1989-07-23 00:00:00
17649,17649,17649,17649,The Unsinkable Molly Brown (Tour),"San Jose, CA","Jul 11, 1989 - Jul 16, 1989",San Jose Center For The Performing Arts,1989-07-11 00:00:00,1989-07-16 00:00:00
17650,17650,17650,17650,The Unsinkable Molly Brown (Tour),"Sacramento, CA","Jun 27, 1989 - Jul 02, 1989",Sacramento Community Center Theater,1989-06-27 00:00:00,1989-07-02 00:00:00
17651,17651,17651,17651,The Unsinkable Molly Brown (Tour),"Phoenix, AZ","Jun 20, 1989 - Jun 25, 1989",Symphony Hall (AZ),1989-06-20 00:00:00,1989-06-25 00:00:00
17652,17652,17652,17652,The Unsinkable Molly Brown (Tour),"Dallas, TX","Jun 06, 1989 - Jun 18, 1989",Music Hall At Fair Park,1989-06-06 00:00:00,1989-06-18 00:00:00
17653,17653,17653,17653,The Unsinkable Molly Brown (Tour),"Long Beach, CA","May 04, 1989 - May 21, 1989",Terrace Theatre at the Long Beach Convention &amp; Entertainment Center,1989-05-04 00:00:00,1989-05-21 00:00:00
17654,17654,17654,17654,The Unsinkable Molly Brown (Tour),"Houston, TX","Apr 20, 1989 - Apr 30, 1989",Music Hall (Houston),1989-04-20 00:00:00,1989-04-30 00:00:00
17655,17655,17655,17655,"Same Time, Next Year (Tour)","Detroit, MI","Mar 31, 1976 - May 08, 1976",Fisher Theatre,1976-03-31 00:00:00,1976-05-08 00:00:00
17656,17656,17656,17656,"Same Time, Next Year (Tour)","Los Angeles, CA","Feb 03, 1976 - Mar 27, 1976",Ahmanson Theatre,1976-02-03 00:00:00,1976-03-27 00:00:00
17657,17657,17657,17657,"Same Time, Next Year (Tour)","Denver, CO","Jan 28, 1976 - Feb 01, 1976",Ellie Caulkins Opera House,1976-01-28 00:00:00,1976-02-01 00:00:00
17658,17658,17658,17658,"Same Time, Next Year (Tour)","St. Louis, MO","Jan 20, 1976 - Jan 25, 1976",Roberts Orpheum,1976-01-20 00:00:00,1976-01-25 00:00:00
17659,17659,17659,17659,"Same Time, Next Year (Tour)","Cleveland, OH","Jan 12, 1976 - Jan 17, 1976",Hanna Theatre,1976-01-12 00:00:00,1976-01-17 00:00:00
17660,17660,17660,17660,"Same Time, Next Year (Tour)","Toronto, ON","Dec 02, 1975 - Jan 10, 1976",Royal Alexandra Theatre,1975-12-02 00:00:00,1976-01-10 00:00:00
17661,17661,17661,17661,"Same Time, Next Year (Tour)","Philadelphia, PA","Dec 26, 1977 - Jan 28, 1978",Forrest Theatre,1977-12-26 00:00:00,1978-01-28 00:00:00
17662,17662,17662,17662,"Same Time, Next Year (Tour)","Louisville, KY","Dec 01, 1977 - Dec 03, 1977",Macauley Theatre,1977-12-01 00:00:00,1977-12-03 00:00:00
17663,17663,17663,17663,"Same Time, Next Year (Tour)","Indianapolis, IN","Nov 28, 1977 - Nov 30, 1977",Clowes Memorial Hall,1977-11-28 00:00:00,1977-11-30 00:00:00
17664,17664,17664,17664,"Same Time, Next Year (Tour)","Kansas City, MO","Nov 21, 1977 - Nov 26, 1977",Lyric Theatre,1977-11-21 00:00:00,1977-11-26 00:00:00
17665,17665,17665,17665,"Same Time, Next Year (Tour)","Cincinnati, OH","Nov 17, 1977 - Nov 19, 1977",Taft Theatre,1977-11-17 00:00:00,1977-11-19 00:00:00
17666,17666,17666,17666,"Same Time, Next Year (Tour)","Columbus, OH","Nov 15, 1977 - Nov 16, 1977",Ohio Theatre,1977-11-15 00:00:00,1977-11-16 00:00:00
17667,17667,17667,17667,"Same Time, Next Year (Tour)","Pittsburgh, PA","Nov 08, 1977 - Nov 13, 1977",Heinz Hall,1977-11-08 00:00:00,1977-11-13 00:00:00
17668,17668,17668,17668,"Same Time, Next Year (Tour)","Stratford, CT","Nov 02, 1977 - Nov 06, 1977",American Shakespeare Theatre,1977-11-02 00:00:00,1977-11-06 00:00:00
17669,17669,17669,17669,"Same Time, Next Year (Tour)","Ottawa, ON","Oct 10, 1977 - Oct 29, 1977",National Arts Centre:  Opera Stage,1977-10-10 00:00:00,1977-10-29 00:00:00
17670,17670,17670,17670,"Same Time, Next Year (Tour)","Boston, MA","Sep 13, 1977 - Oct 08, 1977",Shubert Theatre at the Boch Center,1977-09-13 00:00:00,1977-10-08 00:00:00
17671,17671,17671,17671,"Same Time, Next Year (Tour)","Toronto, ON","Aug 15, 1977 - Sep 10, 1977",Royal Alexandra Theatre,1977-08-15 00:00:00,1977-09-10 00:00:00
17672,17672,17672,17672,"Same Time, Next Year (Tour)","Chicago, IL","Jun 02, 1977 - Aug 13, 1977",Merle Reskin Theatre,1977-06-02 00:00:00,1977-08-13 00:00:00
17673,17673,17673,17673,"Same Time, Next Year (Tour)","Baltimore, MD","Apr 04, 1977 - Apr 30, 1977",Morris A. Mechanic Theatre,1977-04-04 00:00:00,1977-04-30 00:00:00
17674,17674,17674,17674,"Same Time, Next Year (Tour)","Wilmington, DE","Mar 28, 1977 - Apr 02, 1977",The Playhouse on Rodney Square,1977-03-28 00:00:00,1977-04-02 00:00:00
17675,17675,17675,17675,"Same Time, Next Year (Tour)","Milwaukee, WI","Mar 21, 1977 - Mar 26, 1977",Pabst Theatre,1977-03-21 00:00:00,1977-03-26 00:00:00
17676,17676,17676,17676,"Same Time, Next Year (Tour)","Minneapolis, MN","Mar 15, 1977 - Mar 20, 1977",Orpheum Theatre - Minneapolis,1977-03-15 00:00:00,1977-03-20 00:00:00
17677,17677,17677,17677,"Same Time, Next Year (Tour)","Chicago, IL","Sep 14, 1976 - Mar 13, 1977",Merle Reskin Theatre,1976-09-14 00:00:00,1977-03-13 00:00:00
17678,17678,17678,17678,"Same Time, Next Year (Tour)","Washington, DC","Aug 03, 1976 - Sep 11, 1976",National Theatre,1976-08-03 00:00:00,1976-09-11 00:00:00
17679,17679,17679,17679,"Same Time, Next Year (Tour)","Los Angeles, CA","Apr 12, 1977 - Jul 02, 1977",Ricardo Montalban Theatre,1977-04-12 00:00:00,1977-07-02 00:00:00
17680,17680,17680,17680,"Same Time, Next Year (Tour)","Montreal, QC","Apr 18, 1978 - Apr 22, 1978",Place Des Arts,1978-04-18 00:00:00,1978-04-22 00:00:00
17681,17681,17681,17681,"Same Time, Next Year (Tour)","Utica, NY","Apr 14, 1978 - Apr 14, 1978",Stanley Performing Arts Center,1978-04-14 00:00:00,1978-04-14 00:00:00
17682,17682,17682,17682,"Same Time, Next Year (Tour)","Red Bank, NJ","Apr 12, 1978 - Apr 12, 1978",Count Basie Theatre,1978-04-12 00:00:00,1978-04-12 00:00:00
17683,17683,17683,17683,"Same Time, Next Year (Tour)","Roanoke, VA","Apr 11, 1978 - Apr 11, 1978",Berglund Performing Arts Center,1978-04-11 00:00:00,1978-04-11 00:00:00
17684,17684,17684,17684,"Same Time, Next Year (Tour)","Lexington, KY","Apr 06, 1978 - Apr 08, 1978",Opera House In Lexington,1978-04-06 00:00:00,1978-04-08 00:00:00
17685,17685,17685,17685,"Same Time, Next Year (Tour)","Hershey, PA","Mar 31, 1978 - Apr 01, 1978",Hershey Theatre,1978-03-31 00:00:00,1978-04-01 00:00:00
17686,17686,17686,17686,"Same Time, Next Year (Tour)","Binghamton, NY","Mar 30, 1978 - Mar 30, 1978",Broome County Forum Theatre,1978-03-30 00:00:00,1978-03-30 00:00:00
17687,17687,17687,17687,"Same Time, Next Year (Tour)","Allentown, PA","Mar 29, 1978 - Mar 29, 1978",Symphony Hall (PA),1978-03-29 00:00:00,1978-03-29 00:00:00
17688,17688,17688,17688,"Same Time, Next Year (Tour)","Norfolk, VA","Mar 24, 1978 - Mar 25, 1978",Chrysler Hall,1978-03-24 00:00:00,1978-03-25 00:00:00
17689,17689,17689,17689,"Same Time, Next Year (Tour)","Asheville, NC","Mar 23, 1978 - Mar 23, 1978",Thomas Wolfe Auditorium,1978-03-23 00:00:00,1978-03-23 00:00:00
17690,17690,17690,17690,"Same Time, Next Year (Tour)","Baton Rouge, LA","Mar 19, 1978 - Mar 19, 1978",Baton Rouge River Center,1978-03-19 00:00:00,1978-03-19 00:00:00
17691,17691,17691,17691,"Same Time, Next Year (Tour)","New Orleans, LA","Mar 18, 1978 - Mar 17, 1978",Mahalia Jackson Theatre,1978-03-18 00:00:00,1978-03-17 00:00:00
17692,17692,17692,17692,"Same Time, Next Year (Tour)","Austin, TX","Mar 11, 1978 - Mar 12, 1978",Paramount Theatre For The Performing Arts (TX),1978-03-11 00:00:00,1978-03-12 00:00:00
17693,17693,17693,17693,"Same Time, Next Year (Tour)","Tempe, AZ","Mar 06, 1978 - Mar 07, 1978",ASU Gammage,1978-03-06 00:00:00,1978-03-07 00:00:00
17694,17694,17694,17694,"Same Time, Next Year (Tour)","Albuquerque, NM","Mar 05, 1978 - Mar 05, 1978",Popejoy Hall,1978-03-05 00:00:00,1978-03-05 00:00:00
17695,17695,17695,17695,"Same Time, Next Year (Tour)","Cedar Rapids, IA","Feb 23, 1978 - Feb 23, 1978",Paramount Theatre,1978-02-23 00:00:00,1978-02-23 00:00:00
17696,17696,17696,17696,"Same Time, Next Year (Tour)","Davenport, IA","Feb 13, 1978 - Feb 15, 1978",Capitol Theatre,1978-02-13 00:00:00,1978-02-15 00:00:00
17697,17697,17697,17697,"Same Time, Next Year (Tour)","Toledo, OH","Feb 11, 1978 - Feb 12, 1978",Stranahan Theater And Great Hall,1978-02-11 00:00:00,1978-02-12 00:00:00
17698,17698,17698,17698,"Same Time, Next Year (Tour)","Muncie, IN","Feb 09, 1978 - Feb 09, 1978",Emens Auditorium,1978-02-09 00:00:00,1978-02-09 00:00:00
17699,17699,17699,17699,"Same Time, Next Year (Tour)","Akron, OH","Feb 08, 1978 - Feb 08, 1978",E.J. Thomas Performing Arts Hall,1978-02-08 00:00:00,1978-02-08 00:00:00
17700,17700,17700,17700,"Same Time, Next Year (Tour)","Kalamazoo, MI","Feb 07, 1978 - Feb 07, 1978",James W. Miller Auditorium,1978-02-07 00:00:00,1978-02-07 00:00:00
17701,17701,17701,17701,"Same Time, Next Year (Tour)","East Lansing, MI","Feb 06, 1978 - Feb 06, 1978",Wharton Center for the Performing Arts,1978-02-06 00:00:00,1978-02-06 00:00:00
17702,17702,17702,17702,"Same Time, Next Year (Tour)","Neenah, WI","Feb 05, 1978 - Feb 05, 1978",Pickard Auditorium,1978-02-05 00:00:00,1978-02-05 00:00:00
17703,17703,17703,17703,"Same Time, Next Year (Tour)","South Bend, IN","Feb 03, 1978 - Feb 04, 1978",Morris Performing Arts Center,1978-02-03 00:00:00,1978-02-04 00:00:00
17704,17704,17704,17704,"Same Time, Next Year (Tour)","Dayton, OH","Feb 02, 1978 - Feb 02, 1978",Montgomery County's Memorial Hall,1978-02-02 00:00:00,1978-02-02 00:00:00
17705,17705,17705,17705,"Same Time, Next Year (Tour)","Nashville, TN","Jan 31, 1978 - Jan 31, 1978",Grand Ole Opry House,1978-01-31 00:00:00,1978-01-31 00:00:00
17706,17706,17706,17706,"Same Time, Next Year (Tour)","Monroe, LA","Jan 29, 1978 - Jan 29, 1978",Monroe Civic Center Jack Howard Theatre,1978-01-29 00:00:00,1978-01-29 00:00:00
17707,17707,17707,17707,"Same Time, Next Year (Tour)","Birmingham, AL","Jan 28, 1978 - Jan 28, 1978",Birmingham-Jefferson Concert Hall,1978-01-28 00:00:00,1978-01-28 00:00:00
17708,17708,17708,17708,"Same Time, Next Year (Tour)","Jackson, MS","Jan 27, 1978 - Jan 27, 1978",Jackson Municipal Auditorium - Thalia Mara Hall,1978-01-27 00:00:00,1978-01-27 00:00:00
17709,17709,17709,17709,"Same Time, Next Year (Tour)","St. Petersburg, FL","Jan 25, 1978 - Jan 25, 1978",Mahaffey Theater For The Performing Arts,1978-01-25 00:00:00,1978-01-25 00:00:00
17710,17710,17710,17710,"Same Time, Next Year (Tour)","Sarasota, FL","Jan 23, 1978 - Jan 23, 1978",Van Wezel Performing Arts Hall,1978-01-23 00:00:00,1978-01-23 00:00:00
17711,17711,17711,17711,"Same Time, Next Year (Tour)","Orlando, FL","Jan 20, 1978 - Jan 20, 1978",Tupperware Center Theatre,1978-01-20 00:00:00,1978-01-20 00:00:00
17712,17712,17712,17712,"Same Time, Next Year (Tour)","Greensboro, NC","Jan 13, 1978 - Jan 15, 1978",War Memorial Auditorium,1978-01-13 00:00:00,1978-01-15 00:00:00
17713,17713,17713,17713,Noises Off (Tour),"Shreveport, LA","Apr 03, 1986 - Apr 03, 1986",Strand Theatre Of Shreveport,1986-04-03 00:00:00,1986-04-03 00:00:00
17714,17714,17714,17714,Noises Off (Tour),"Danville, KY","Apr 01, 1986 - Apr 01, 1986",Newlin Hall At Norton Center,1986-04-01 00:00:00,1986-04-01 00:00:00
17715,17715,17715,17715,Noises Off (Tour),"Carbondale, IL","Mar 31, 1986 - Mar 31, 1986",Shryock Auditorium,1986-03-31 00:00:00,1986-03-31 00:00:00
17716,17716,17716,17716,Noises Off (Tour),"Evansville, IN","Mar 27, 1986 - Mar 29, 1986",Victory Theatre,1986-03-27 00:00:00,1986-03-29 00:00:00
17717,17717,17717,17717,Noises Off (Tour),"Des Moines, IA","Mar 21, 1986 - Mar 23, 1986",Des Moines Civic Center,1986-03-21 00:00:00,1986-03-23 00:00:00
17718,17718,17718,17718,Noises Off (Tour),"Davenport, IA","Mar 18, 1986 - Mar 19, 1986",Adler Theatre,1986-03-18 00:00:00,1986-03-19 00:00:00
17719,17719,17719,17719,Noises Off (Tour),"St. Paul, MN","Mar 12, 1986 - Mar 14, 1986",Ordway Center For The Performing Arts,1986-03-12 00:00:00,1986-03-14 00:00:00
17720,17720,17720,17720,Noises Off (Tour),"Iowa City, IA","Mar 02, 1986 - Mar 02, 1986",Hancher Auditorium,1986-03-02 00:00:00,1986-03-02 00:00:00
17721,17721,17721,17721,Noises Off (Tour),"Madison, WI","Mar 01, 1986 - Mar 01, 1986",Oscar Mayer Theatre,1986-03-01 00:00:00,1986-03-01 00:00:00
17722,17722,17722,17722,Noises Off (Tour),"Aurora, IL","Feb 28, 1986 - Feb 28, 1986",Paramount Arts Centre (IL),1986-02-28 00:00:00,1986-02-28 00:00:00
17723,17723,17723,17723,Noises Off (Tour),"Ann Arbor, MI","Feb 27, 1986 - Feb 27, 1986",Michigan Theatre,1986-02-27 00:00:00,1986-02-27 00:00:00
17724,17724,17724,17724,Noises Off (Tour),"Kalamazoo, MI","Feb 25, 1986 - Feb 25, 1986",James W. Miller Auditorium,1986-02-25 00:00:00,1986-02-25 00:00:00
17725,17725,17725,17725,Noises Off (Tour),"East Lansing, MI","Feb 17, 1986 - Feb 18, 1986",Wharton Center for the Performing Arts,1986-02-17 00:00:00,1986-02-18 00:00:00
17726,17726,17726,17726,Noises Off (Tour),"South Bend, IN","Feb 14, 1986 - Feb 15, 1986",Morris Performing Arts Center,1986-02-14 00:00:00,1986-02-15 00:00:00
17727,17727,17727,17727,Noises Off (Tour),"Muncie, IN","Feb 13, 1986 - Feb 13, 1986",Emens Auditorium,1986-02-13 00:00:00,1986-02-13 00:00:00
17728,17728,17728,17728,Noises Off (Tour),"West Lafayette, IN","Feb 12, 1986 - Feb 12, 1986",Edward C. Elliott Hall Of Music,1986-02-12 00:00:00,1986-02-12 00:00:00
17729,17729,17729,17729,Noises Off (Tour),"Cincinnati, OH","Feb 06, 1986 - Feb 09, 1986",Taft Theatre,1986-02-06 00:00:00,1986-02-09 00:00:00
17730,17730,17730,17730,Noises Off (Tour),"Bloomington, IN","Feb 04, 1986 - Feb 04, 1986",Indiana University Auditorium,1986-02-04 00:00:00,1986-02-04 00:00:00
17731,17731,17731,17731,Noises Off (Tour),"Louisville, KY","Jan 28, 1986 - Feb 02, 1986",Kentucky Center For The Performing Arts,1986-01-28 00:00:00,1986-02-02 00:00:00
17732,17732,17732,17732,Noises Off (Tour),"Clearwater, FL","Jan 23, 1986 - Jan 24, 1986",Ruth Eckerd Hall,1986-01-23 00:00:00,1986-01-24 00:00:00
17733,17733,17733,17733,Noises Off (Tour),"Burlington, VT","Jan 13, 1986 - Jan 13, 1986",Flynn Theatre,1986-01-13 00:00:00,1986-01-13 00:00:00
17734,17734,17734,17734,Noises Off (Tour),"Scranton, PA","Jan 10, 1986 - Jan 12, 1986",Scranton Cultural Center,1986-01-10 00:00:00,1986-01-12 00:00:00
17735,17735,17735,17735,Noises Off (Tour),"Hartford, CT","Jan 07, 1986 - Jan 09, 1986",Bushnell,1986-01-07 00:00:00,1986-01-09 00:00:00
17736,17736,17736,17736,Noises Off (Tour),"Binghamton, NY","Jan 05, 1986 - Jan 05, 1986",Broome County Forum Theatre,1986-01-05 00:00:00,1986-01-05 00:00:00
17737,17737,17737,17737,Noises Off (Tour),"Syracuse, NY","Dec 09, 1985 - Dec 10, 1985",Landmark Theatre,1985-12-09 00:00:00,1985-12-10 00:00:00
17738,17738,17738,17738,Noises Off (Tour),"Lexington, KY","Dec 05, 1985 - Dec 07, 1985",Opera House In Lexington,1985-12-05 00:00:00,1985-12-07 00:00:00
17739,17739,17739,17739,Noises Off (Tour),"Memphis, TN","Nov 27, 1985 - Dec 01, 1985",Orpheum Theatre - Memphis,1985-11-27 00:00:00,1985-12-01 00:00:00
17740,17740,17740,17740,Noises Off (Tour),"Tempe, AZ","Nov 21, 1985 - Nov 23, 1985",ASU Gammage,1985-11-21 00:00:00,1985-11-23 00:00:00
17741,17741,17741,17741,Noises Off (Tour),"Albuquerque, NM","Nov 19, 1985 - Nov 20, 1985",Popejoy Hall,1985-11-19 00:00:00,1985-11-20 00:00:00
17742,17742,17742,17742,Noises Off (Tour),"Austin, TX","Nov 14, 1985 - Nov 17, 1985",Paramount Theatre For The Performing Arts (TX),1985-11-14 00:00:00,1985-11-17 00:00:00
17743,17743,17743,17743,Noises Off (Tour),"Dallas, TX","Oct 29, 1985 - Nov 10, 1985",Majestic Theatre - Dallas,1985-10-29 00:00:00,1985-11-10 00:00:00
17744,17744,17744,17744,Noises Off (Tour),"Nashville, TN","Oct 22, 1985 - Oct 27, 1985",Tennessee Performing Arts Center,1985-10-22 00:00:00,1985-10-27 00:00:00
17745,17745,17745,17745,Noises Off (Tour),"Wilmington, DE","Oct 07, 1985 - Oct 12, 1985",The Playhouse on Rodney Square,1985-10-07 00:00:00,1985-10-12 00:00:00
17746,17746,17746,17746,Noises Off (Tour),"Pittsburgh, PA","Oct 04, 1985 - Oct 06, 1985",Syria Mosque,1985-10-04 00:00:00,1985-10-06 00:00:00
17747,17747,17747,17747,Noises Off (Tour),"St. Louis, MO","Sep 13, 1985 - Sep 22, 1985",Roberts Orpheum,1985-09-13 00:00:00,1985-09-22 00:00:00
17748,17748,17748,17748,Noises Off (Tour),"Hershey, PA","Sep 05, 1985 - Sep 07, 1985",Hershey Theatre,1985-09-05 00:00:00,1985-09-07 00:00:00
17749,17749,17749,17749,Taking My Turn (Tour),"New Haven, CT","Mar 05, 1985 - Mar 10, 1985",Shubert Performing Arts Center,1985-03-05 00:00:00,1985-03-10 00:00:00
17750,17750,17750,17750,Taking My Turn (Tour),"Newburgh, NY","Mar 03, 1985 - Mar 03, 1985",Aquinas Hall Theatre,1985-03-03 00:00:00,1985-03-03 00:00:00
17751,17751,17751,17751,Taking My Turn (Tour),"Philadelphia, PA","Feb 13, 1985 - Feb 17, 1985",Annenberg Center:  Zellerbach Theater,1985-02-13 00:00:00,1985-02-17 00:00:00
17752,17752,17752,17752,Taking My Turn (Tour),"Toms River, NJ","Feb 09, 1985 - Feb 10, 1985",Jay and Linda Grunin Center for the Arts,1985-02-09 00:00:00,1985-02-10 00:00:00
17753,17753,17753,17753,Jesus Christ Superstar (Tour),"Cleveland, OH","Mar 10, 2020 - Mar 11, 2020",Connor Palace,2020-03-10 00:00:00,2020-03-11 00:00:00
17754,17754,17754,17754,Jesus Christ Superstar (Tour),"Nashville, TN","Mar 03, 2020 - Mar 08, 2020",Andrew Jackson Hall At Tennessee Performing Arts Center,2020-03-03 00:00:00,2020-03-08 00:00:00
17755,17755,17755,17755,Jesus Christ Superstar (Tour),"Hartford, CT","Feb 24, 2020 - Mar 01, 2020",Bushnell,2020-02-24 00:00:00,2020-03-01 00:00:00
17756,17756,17756,17756,Jesus Christ Superstar (Tour),"Rochester, NY","Feb 18, 2020 - Feb 23, 2020",Auditorium Theatre - Rochester,2020-02-18 00:00:00,2020-02-23 00:00:00
17757,17757,17757,17757,Jesus Christ Superstar (Tour),"Buffalo, NY","Feb 11, 2020 - Feb 16, 2020",Shea's Performing Arts Center,2020-02-11 00:00:00,2020-02-16 00:00:00
17758,17758,17758,17758,Jesus Christ Superstar (Tour),"Detroit, MI","Feb 04, 2020 - Feb 09, 2020",Detroit Opera House,2020-02-04 00:00:00,2020-02-09 00:00:00
17759,17759,17759,17759,Jesus Christ Superstar (Tour),"Minneapolis, MN","Jan 21, 2020 - Jan 26, 2020",Orpheum Theatre - Minneapolis,2020-01-21 00:00:00,2020-01-26 00:00:00
17760,17760,17760,17760,Jesus Christ Superstar (Tour),"Des Moines, IA","Jan 14, 2020 - Jan 19, 2020",Des Moines Civic Center,2020-01-14 00:00:00,2020-01-19 00:00:00
17761,17761,17761,17761,Jesus Christ Superstar (Tour),"Louisville, KY","Jan 07, 2020 - Jan 12, 2020",Kentucky Center For The Performing Arts,2020-01-07 00:00:00,2020-01-12 00:00:00
17762,17762,17762,17762,Jesus Christ Superstar (Tour),"Pittsburgh, PA","Dec 31, 2019 - Jan 05, 2020",Benedum Center,2019-12-31 00:00:00,2020-01-05 00:00:00
17763,17763,17763,17763,Jesus Christ Superstar (Tour),"Baltimore, MD","Dec 17, 2019 - Dec 22, 2019",Hippodrome Theatre,2019-12-17 00:00:00,2019-12-22 00:00:00
17764,17764,17764,17764,Jesus Christ Superstar (Tour),"Omaha, NE","Dec 10, 2019 - Dec 15, 2019",Orpheum Theater - Omaha,2019-12-10 00:00:00,2019-12-15 00:00:00
17765,17765,17765,17765,Jesus Christ Superstar (Tour),"Tucson, AZ","Dec 03, 2019 - Dec 08, 2019",Centennial Hall,2019-12-03 00:00:00,2019-12-08 00:00:00
17766,17766,17766,17766,Jesus Christ Superstar (Tour),"Denver, CO","Nov 26, 2019 - Dec 01, 2019",Buell Theatre,2019-11-26 00:00:00,2019-12-01 00:00:00
17767,17767,17767,17767,Jesus Christ Superstar (Tour),"Spokane, WA","Nov 20, 2019 - Nov 24, 2019",First Interstate Center for the Arts,2019-11-20 00:00:00,2019-11-24 00:00:00
17768,17768,17768,17768,Jesus Christ Superstar (Tour),"San Diego, CA","Nov 12, 2019 - Nov 17, 2019",San Diego Civic Theatre,2019-11-12 00:00:00,2019-11-17 00:00:00
17769,17769,17769,17769,Jesus Christ Superstar (Tour),"Las Vegas, NV","Nov 05, 2019 - Nov 10, 2019",The Smith Center,2019-11-05 00:00:00,2019-11-10 00:00:00
17770,17770,17770,17770,Jesus Christ Superstar (Tour),"Los Angeles, CA","Oct 29, 2019 - Nov 03, 2019",Pantages Theatre - Los Angeles,2019-10-29 00:00:00,2019-11-03 00:00:00
