,Unnamed: 0_x,search_term,geo_code,nyc_opening_engagement,event_engagement,static_engagement,static_engagement_min,static_engagement_max,static_hits_zero,in_town_engagement,state,full_state,region,division,relative_frequency,static_hits_100,metro_area_name,Unnamed: 0_y,theatre_near_me,shows_near_me
356,256,an american in paris,US-FL-548,0.0,18.32,10.424657534246576,39.0,96.0,1,78.0,FL,Florida,South,South Atlantic,51,0,West Palm Beach-Ft. Pierce FL,26.0,50.0,50.0
357,263,avenue q (tour),US-FL-548,100.0,33.333333333333336,7.642857142857142,16.0,56.0,1,17.0,FL,Florida,South,South Atlantic,51,0,West Palm Beach-Ft. Pierce FL,26.0,50.0,50.0
358,271,come fly away (tour),US-FL-548,0.0,3.8461538461538463,5.9325842696629225,51.0,67.0,1,78.0,FL,Florida,South,South Atlantic,51,0,West Palm Beach-Ft. Pierce FL,26.0,50.0,50.0
359,281,fiddler on the roof (tour),US-FL-548,0.0,20.0,4.5172413793103425,16.0,50.0,1,12.0,FL,Florida,South,South Atlantic,51,0,West Palm Beach-Ft. Pierce FL,26.0,50.0,50.0
360,283,finding neverland,US-FL-548,77.0,26.72,12.682170542635658,34.0,91.0,1,82.0,FL,Florida,South,South Atlantic,51,0,West Palm Beach-Ft. Pierce FL,26.0,50.0,50.0
361,287,grease (tour),US-FL-548,43.0,36.230769230769226,14.436893203883495,14.0,70.0,1,14.0,FL,Florida,South,South Atlantic,51,0,West Palm Beach-Ft. Pierce FL,26.0,50.0,50.0
362,291,hair (tour),US-FL-548,78.0,61.16,70.93181818181819,49.0,100.0,0,87.0,FL,Florida,South,South Atlantic,51,1,West Palm Beach-Ft. Pierce FL,26.0,50.0,50.0
363,297,"hello, dolly! (tour)",US-FL-548,84.0,25.80769230769231,23.222222222222207,29.0,100.0,1,62.0,FL,Florida,South,South Atlantic,51,1,West Palm Beach-Ft. Pierce FL,26.0,50.0,50.0
364,306,jersey boys (tour),US-FL-548,0.0,8.35483870967742,12.370572207084468,2.0,100.0,1,2.0,FL,Florida,South,South Atlantic,51,1,West Palm Beach-Ft. Pierce FL,26.0,50.0,50.0
365,313,la cage aux folles (tour),US-FL-548,0.0,3.76,5.2926829268292686,48.0,94.0,1,50.0,FL,Florida,South,South Atlantic,51,0,West Palm Beach-Ft. Pierce FL,26.0,50.0,50.0
366,321,mary poppins (tour),US-FL-548,46.0,38.16666666666666,12.43661971830986,7.0,88.0,1,34.0,FL,Florida,South,South Atlantic,51,0,West Palm Beach-Ft. Pierce FL,26.0,50.0,50.0
367,334,pippin (tour),US-FL-548,6.0,11.153846153846152,12.483516483516484,23.0,100.0,1,54.0,FL,Florida,South,South Atlantic,51,1,West Palm Beach-Ft. Pierce FL,26.0,50.0,50.0
368,341,rodgers + hammerstein's cinderella (tour),US-FL-548,66.0,33.08,39.693333333333335,16.0,97.0,0,64.0,FL,Florida,South,South Atlantic,51,0,West Palm Beach-Ft. Pierce FL,26.0,50.0,50.0
369,344,sister act (tour),US-FL-548,0.0,9.28,10.233576642335766,7.0,100.0,1,31.0,FL,Florida,South,South Atlantic,51,1,West Palm Beach-Ft. Pierce FL,26.0,50.0,50.0
370,360,the book of mormon (tour: jumamosi),US-FL-548,0.0,14.225806451612904,19.57751937984496,6.0,100.0,1,24.0,FL,Florida,South,South Atlantic,51,1,West Palm Beach-Ft. Pierce FL,26.0,50.0,50.0
371,374,the king and i,US-FL-548,0.0,11.961538461538465,13.916666666666664,20.0,67.0,1,42.0,FL,Florida,South,South Atlantic,51,0,West Palm Beach-Ft. Pierce FL,26.0,50.0,50.0
372,377,waitress (tour),US-FL-548,25.0,39.769230769230774,38.088235294117645,19.0,100.0,1,97.0,FL,Florida,South,South Atlantic,51,1,West Palm Beach-Ft. Pierce FL,26.0,50.0,50.0
373,383,war horse (tour),US-FL-548,20.0,5.384615384615384,11.850746268656714,3.0,100.0,1,62.0,FL,Florida,South,South Atlantic,51,1,West Palm Beach-Ft. Pierce FL,26.0,50.0,50.0
374,388,west side story (tour),US-FL-548,100.0,20.53846153846154,5.52808988764045,10.0,27.0,1,25.0,FL,Florida,South,South Atlantic,51,0,West Palm Beach-Ft. Pierce FL,26.0,50.0,50.0
375,264,avenue q (tour),US-FL-561,0.0,0.0,11.428571428571427,19.0,100.0,1,39.0,FL,Florida,South,South Atlantic,51,1,Jacksonville FL,10.0,66.0,34.0
376,288,grease (tour),US-FL-561,0.0,20.23076923076923,19.606299212598426,23.0,79.0,1,25.0,FL,Florida,South,South Atlantic,51,0,Jacksonville FL,10.0,66.0,34.0
377,302,into the woods (tour),US-FL-561,0.0,28.0,4.967105263157895,2.0,100.0,1,7.0,FL,Florida,South,South Atlantic,51,1,Jacksonville FL,10.0,66.0,34.0
378,307,jersey boys (tour),US-FL-561,0.0,11.0,12.639240506329115,3.0,84.0,1,3.0,FL,Florida,South,South Atlantic,51,0,Jacksonville FL,10.0,66.0,34.0
379,322,mary poppins (tour),US-FL-561,0.0,26.83333333333333,20.80281690140845,13.0,82.0,1,18.0,FL,Florida,South,South Atlantic,51,0,Jacksonville FL,10.0,66.0,34.0
380,378,waitress (tour),US-FL-561,26.0,30.84615384615385,33.67153284671532,19.0,84.0,1,98.0,FL,Florida,South,South Atlantic,51,0,Jacksonville FL,10.0,66.0,34.0
381,384,war horse (tour),US-FL-561,0.0,3.4615384615384617,15.133333333333333,20.0,100.0,1,99.0,FL,Florida,South,South Atlantic,51,1,Jacksonville FL,10.0,66.0,34.0
382,395,wicked (tour: munchkinland),US-FL-561,64.0,53.33333333333334,29.03723404255319,10.0,100.0,1,29.0,FL,Florida,South,South Atlantic,51,1,Jacksonville FL,10.0,66.0,34.0
383,265,cabaret,US-FL-571,0.0,19.96153846153846,23.41843971631205,19.0,100.0,1,22.0,FL,Florida,South,South Atlantic,51,1,Ft. Myers-Naples FL,8.0,38.0,62.0
384,277,evita,US-FL-571,0.0,4.1923076923076925,9.077777777777778,34.0,100.0,1,89.0,FL,Florida,South,South Atlantic,51,1,Ft. Myers-Naples FL,8.0,38.0,62.0
385,300,in the heights (tour),US-FL-571,0.0,3.6538461538461537,7.617021276595745,72.0,100.0,1,67.0,FL,Florida,South,South Atlantic,51,1,Ft. Myers-Naples FL,8.0,38.0,62.0
386,308,jersey boys (tour),US-FL-571,0.0,2.838709677419355,8.723837209302326,2.0,100.0,1,15.0,FL,Florida,South,South Atlantic,51,1,Ft. Myers-Naples FL,8.0,38.0,62.0
387,312,kinky boots (tour),US-FL-571,0.0,8.538461538461537,14.05,16.0,100.0,1,47.0,FL,Florida,South,South Atlantic,51,1,Ft. Myers-Naples FL,8.0,38.0,62.0
388,314,la cage aux folles (tour),US-FL-571,0.0,0.0,4.380952380952381,84.0,100.0,1,73.0,FL,Florida,South,South Atlantic,51,1,Ft. Myers-Naples FL,8.0,38.0,62.0
389,323,mary poppins (tour),US-FL-571,0.0,32.333333333333336,9.771428571428572,8.0,79.0,1,11.0,FL,Florida,South,South Atlantic,51,0,Ft. Myers-Naples FL,8.0,38.0,62.0
390,331,once (tour),US-FL-571,65.0,50.269230769230774,52.735632183908045,28.0,100.0,0,62.0,FL,Florida,South,South Atlantic,51,1,Ft. Myers-Naples FL,8.0,38.0,62.0
391,335,pippin (tour),US-FL-571,0.0,10.884615384615383,5.046511627906976,25.0,61.0,1,49.0,FL,Florida,South,South Atlantic,51,0,Ft. Myers-Naples FL,8.0,38.0,62.0
392,347,south pacific (tour),US-FL-571,0.0,6.769230769230767,5.9848484848484835,14.0,88.0,1,14.0,FL,Florida,South,South Atlantic,51,0,Ft. Myers-Naples FL,8.0,38.0,62.0
393,361,the book of mormon (tour: jumamosi),US-FL-571,0.0,15.35483870967742,14.22027972027972,13.0,100.0,1,37.0,FL,Florida,South,South Atlantic,51,1,Ft. Myers-Naples FL,8.0,38.0,62.0
394,368,the color purple (tour),US-FL-571,0.0,0.0,2.3959390862944163,56.0,100.0,1,51.0,FL,Florida,South,South Atlantic,51,1,Ft. Myers-Naples FL,8.0,38.0,62.0
395,371,the gershwins' porgy and bess (tour),US-FL-571,65.0,12.576923076923075,2.4347826086956523,58.0,100.0,1,50.0,FL,Florida,South,South Atlantic,51,1,Ft. Myers-Naples FL,8.0,38.0,62.0
396,379,waitress (tour),US-FL-571,0.0,35.5,31.2089552238806,19.0,100.0,1,90.0,FL,Florida,South,South Atlantic,51,1,Ft. Myers-Naples FL,8.0,38.0,62.0
397,385,war horse (tour),US-FL-571,27.0,5.1923076923076925,10.557971014492754,14.0,100.0,1,52.0,FL,Florida,South,South Atlantic,51,1,Ft. Myers-Naples FL,8.0,38.0,62.0
398,389,west side story (tour),US-FL-571,0.0,14.884615384615385,3.7176470588235295,17.0,90.0,1,17.0,FL,Florida,South,South Atlantic,51,0,Ft. Myers-Naples FL,8.0,38.0,62.0
399,396,wicked (tour: munchkinland),US-FL-571,0.0,0.0,29.54166666666667,8.0,100.0,1,31.0,FL,Florida,South,South Atlantic,51,1,Ft. Myers-Naples FL,8.0,38.0,62.0
400,309,jersey boys (tour),US-FL-686,0.0,0.0,13.650684931506849,5.0,84.0,1,6.0,FL,Florida,South,South Atlantic,51,0,Mobile AL-Pensacola (Ft. Walton Beach) FL,28.0,48.0,52.0
401,401,a bronx tale (tour),US-IL-602,0.0,13.730769230769232,10.913793103448276,27.0,79.0,1,86.5,IL,Illinois,Midwest,East North Central,74,0,Chicago IL,5.0,63.0,37.0
402,402,a chorus line (tour),US-IL-602,0.0,8.307692307692307,10.177966101694917,23.0,49.0,1,65.66666666666667,IL,Illinois,Midwest,East North Central,74,0,Chicago IL,5.0,63.0,37.0
403,404,aladdin (tour),US-IL-602,22.0,18.26923076923077,20.808219178082194,11.0,99.0,0,64.45454545454545,IL,Illinois,Midwest,East North Central,74,0,Chicago IL,5.0,63.0,37.0
404,406,american idiot (tour),US-IL-602,51.0,22.28,11.864197530864198,5.0,51.0,1,90.0,IL,Illinois,Midwest,East North Central,74,0,Chicago IL,5.0,63.0,37.0
405,407,an american in paris,US-IL-602,12.0,11.44,8.773584905660378,8.0,34.0,1,82.66666666666667,IL,Illinois,Midwest,East North Central,74,0,Chicago IL,5.0,63.0,37.0
406,409,anastasia (tour),US-IL-602,48.0,42.64,42.770114942528735,27.0,100.0,0,79.5,IL,Illinois,Midwest,East North Central,74,1,Chicago IL,5.0,63.0,37.0
407,411,august: osage county (tour),US-IL-602,64.0,10.88,9.35,26.0,87.0,1,75.0,IL,Illinois,Midwest,East North Central,74,0,Chicago IL,5.0,63.0,37.0
408,413,avenue q (tour),US-IL-602,0.0,16.0,23.04,5.0,100.0,1,62.0,IL,Illinois,Midwest,East North Central,74,1,Chicago IL,5.0,63.0,37.0
409,416,cats (tour),US-IL-602,54.0,50.69230769230769,53.078014184397155,46.0,63.0,0,88.66666666666669,IL,Illinois,Midwest,East North Central,74,0,Chicago IL,5.0,63.0,37.0
410,417,charlie and the chocolate factory (tour),US-IL-602,16.0,18.0,22.19354838709677,9.0,44.0,0,92.66666666666669,IL,Illinois,Midwest,East North Central,74,0,Chicago IL,5.0,63.0,37.0
411,418,come fly away (tour),US-IL-602,0.0,8.192307692307693,11.1625,17.0,82.0,1,98.5,IL,Illinois,Midwest,East North Central,74,0,Chicago IL,5.0,63.0,37.0
412,419,come from away (tour),US-IL-602,2.0,3.04,5.243243243243243,2.0,25.0,1,77.33333333333333,IL,Illinois,Midwest,East North Central,74,0,Chicago IL,5.0,63.0,37.0
413,421,dirty rotten scoundrels (tour),US-IL-602,0.0,7.961538461538463,6.0892857142857135,23.0,87.0,1,11.5,IL,Illinois,Midwest,East North Central,74,0,Chicago IL,5.0,63.0,37.0
414,423,doubt (tour),US-IL-602,40.0,38.269230769230774,24.329113924050635,13.0,74.0,1,60.33333333333334,IL,Illinois,Midwest,East North Central,74,0,Chicago IL,5.0,63.0,37.0
415,425,evita,US-IL-602,22.0,16.384615384615387,14.387096774193544,6.0,46.0,1,85.66666666666667,IL,Illinois,Midwest,East North Central,74,0,Chicago IL,5.0,63.0,37.0
416,427,falsettos (tour),US-IL-602,13.0,5.615384615384616,7.3884297520661155,6.0,46.0,1,85.5,IL,Illinois,Midwest,East North Central,74,0,Chicago IL,5.0,63.0,37.0
417,428,finding neverland,US-IL-602,21.0,14.28,9.915492957746476,7.0,28.0,1,91.0,IL,Illinois,Midwest,East North Central,74,0,Chicago IL,5.0,63.0,37.0
418,430,frozen (tour),US-IL-602,19.0,19.615384615384613,24.97619047619048,16.0,100.0,0,29.0,IL,Illinois,Midwest,East North Central,74,1,Chicago IL,5.0,63.0,37.0
419,432,fun home,US-IL-602,9.0,13.92,10.940298507462687,5.0,23.0,0,48.0,IL,Illinois,Midwest,East North Central,74,0,Chicago IL,5.0,63.0,37.0
420,434,grease (tour),US-IL-602,73.0,58.42307692307693,52.79661016949152,26.0,95.0,0,94.0,IL,Illinois,Midwest,East North Central,74,0,Chicago IL,5.0,63.0,37.0
421,436,hair (tour),US-IL-602,76.0,74.36,81.52808988764046,72.0,98.0,0,87.0,IL,Illinois,Midwest,East North Central,74,0,Chicago IL,5.0,63.0,37.0
422,438,hamilton (tour: eliza),US-IL-602,26.0,23.384615384615394,29.52173913043478,20.0,100.0,0,34.75438596491228,IL,Illinois,Midwest,East North Central,74,1,Chicago IL,5.0,63.0,37.0
423,439,hedwig and the angry inch (tour),US-IL-602,25.0,12.52,5.496350364963504,4.0,25.0,1,86.5,IL,Illinois,Midwest,East North Central,74,0,Chicago IL,5.0,63.0,37.0
424,442,if/then (tour),US-IL-602,24.0,22.0,15.313953488372093,15.0,61.0,1,94.5,IL,Illinois,Midwest,East North Central,74,0,Chicago IL,5.0,63.0,37.0
425,443,in the heights (tour),US-IL-602,13.0,16.423076923076927,18.658227848101266,12.0,50.0,1,76.0,IL,Illinois,Midwest,East North Central,74,0,Chicago IL,5.0,63.0,37.0
426,446,jersey boys (tour),US-IL-602,11.0,5.6,17.29113924050633,2.0,100.0,0,12.0,IL,Illinois,Midwest,East North Central,74,1,Chicago IL,5.0,63.0,37.0
427,451,kinky boots (tour),US-IL-602,0.0,11.307692307692307,12.451219512195122,5.0,100.0,1,67.0,IL,Illinois,Midwest,East North Central,74,1,Chicago IL,5.0,63.0,37.0
428,454,la cage aux folles (tour),US-IL-602,0.0,10.44,12.283783783783786,20.0,66.0,1,76.5,IL,Illinois,Midwest,East North Central,74,0,Chicago IL,5.0,63.0,37.0
429,456,legally blonde (tour),US-IL-602,16.0,17.84,22.41935483870968,12.0,100.0,1,58.75,IL,Illinois,Midwest,East North Central,74,1,Chicago IL,5.0,63.0,37.0
430,457,little women (tour),US-IL-602,0.0,32.346153846153854,14.025641025641027,28.0,42.0,1,34.5,IL,Illinois,Midwest,East North Central,74,0,Chicago IL,5.0,63.0,37.0
431,460,mary poppins (tour),US-IL-602,68.0,23.612903225806452,20.133333333333333,2.0,100.0,1,36.0,IL,Illinois,Midwest,East North Central,74,1,Chicago IL,5.0,63.0,37.0
432,463,mean girls (tour),US-IL-602,17.0,22.36,24.96052631578948,14.0,100.0,0,73.6,IL,Illinois,Midwest,East North Central,74,1,Chicago IL,5.0,63.0,37.0
433,465,movin' out (tour),US-IL-602,0.0,7.538461538461537,3.775862068965517,19.0,100.0,1,32.0,IL,Illinois,Midwest,East North Central,74,1,Chicago IL,5.0,63.0,37.0
434,468,once (tour),US-IL-602,65.0,63.46153846153846,63.396103896103895,43.0,100.0,0,53.0,IL,Illinois,Midwest,East North Central,74,1,Chicago IL,5.0,63.0,37.0
435,470,peter and the starcatcher (tour),US-IL-602,0.0,8.73076923076923,9.865168539325843,14.0,43.0,1,88.5,IL,Illinois,Midwest,East North Central,74,0,Chicago IL,5.0,63.0,37.0
436,472,pippin (tour),US-IL-602,7.0,14.807692307692307,11.538461538461535,4.0,32.0,1,61.0,IL,Illinois,Midwest,East North Central,74,0,Chicago IL,5.0,63.0,37.0
437,473,rock of ages (tour),US-IL-602,23.0,10.12,12.539682539682536,9.0,52.0,1,81.0,IL,Illinois,Midwest,East North Central,74,0,Chicago IL,5.0,63.0,37.0
438,474,rodgers + hammerstein's cinderella (tour),US-IL-602,45.0,43.04,47.3875,33.0,100.0,0,80.66666666666667,IL,Illinois,Midwest,East North Central,74,1,Chicago IL,5.0,63.0,37.0
439,476,sister act (tour),US-IL-602,35.0,25.68,24.26086956521739,10.0,73.0,1,82.33333333333333,IL,Illinois,Midwest,East North Central,74,0,Chicago IL,5.0,63.0,37.0
440,479,spring awakening (tour),US-IL-602,20.0,7.269230769230767,11.712,9.0,46.0,1,92.5,IL,Illinois,Midwest,East North Central,74,0,Chicago IL,5.0,63.0,37.0
441,481,sweeney todd (tour),US-IL-602,0.0,3.807692307692308,6.365217391304348,4.0,100.0,1,18.0,IL,Illinois,Midwest,East North Central,74,1,Chicago IL,5.0,63.0,37.0
442,482,the 39 steps (tour),US-IL-602,0.0,4.0,10.366972477064222,77.0,96.0,1,40.5,IL,Illinois,Midwest,East North Central,74,0,Chicago IL,5.0,63.0,37.0
443,483,the addams family (tour),US-IL-602,45.0,45.84615384615386,28.65333333333333,17.0,96.0,1,55.5,IL,Illinois,Midwest,East North Central,74,0,Chicago IL,5.0,63.0,37.0
444,484,the book of mormon,US-IL-602,12.0,17.612903225806452,19.19377162629758,2.0,100.0,1,18.0,IL,Illinois,Midwest,East North Central,74,1,Chicago IL,5.0,63.0,37.0
445,486,the book of mormon (tour: jumamosi),US-IL-602,20.0,16.225806451612904,20.17993079584775,3.0,100.0,1,19.0,IL,Illinois,Midwest,East North Central,74,1,Chicago IL,5.0,63.0,37.0
446,490,the color purple (tour),US-IL-602,62.0,37.41935483870968,28.82857142857143,17.0,100.0,1,55.42857142857143,IL,Illinois,Midwest,East North Central,74,1,Chicago IL,5.0,63.0,37.0
447,492,the curious incident of the dog in the night-time,US-IL-602,0.0,11.192307692307693,11.94,31.0,100.0,1,43.0,IL,Illinois,Midwest,East North Central,74,1,Chicago IL,5.0,63.0,37.0
448,493,the drowsy chaperone (tour),US-IL-602,67.0,11.2,3.8620689655172415,40.0,100.0,1,58.5,IL,Illinois,Midwest,East North Central,74,1,Chicago IL,5.0,63.0,37.0
449,495,the humans (tour),US-IL-602,47.0,38.08,35.08988764044944,11.0,66.0,0,87.5,IL,Illinois,Midwest,East North Central,74,0,Chicago IL,5.0,63.0,37.0
450,496,the king and i,US-IL-602,8.0,14.192307692307693,17.01010101010101,5.0,100.0,1,49.66666666666666,IL,Illinois,Midwest,East North Central,74,1,Chicago IL,5.0,63.0,37.0
451,498,the light in the piazza (tour),US-IL-602,73.0,9.04,9.029126213592232,33.0,100.0,1,72.5,IL,Illinois,Midwest,East North Central,74,1,Chicago IL,5.0,63.0,37.0
452,499,the play that goes wrong (tour),US-IL-602,0.0,2.16,4.527027027027027,7.0,27.0,1,77.5,IL,Illinois,Midwest,East North Central,74,0,Chicago IL,5.0,63.0,37.0
453,500,twelve angry men (tour),US-IL-602,0.0,0.0,9.23076923076923,33.0,100.0,1,53.0,IL,Illinois,Midwest,East North Central,74,1,Chicago IL,5.0,63.0,37.0
454,501,waitress (tour),US-IL-602,17.0,17.384615384615387,17.683168316831683,9.0,31.0,0,84.0,IL,Illinois,Midwest,East North Central,74,0,Chicago IL,5.0,63.0,37.0
455,502,war horse (tour),US-IL-602,3.0,3.2692307692307687,8.891891891891891,2.0,100.0,0,24.33333333333333,IL,Illinois,Midwest,East North Central,74,1,Chicago IL,5.0,63.0,37.0
456,504,west side story (tour),US-IL-602,33.0,26.653846153846153,18.01851851851852,7.0,44.0,1,80.25,IL,Illinois,Midwest,East North Central,74,0,Chicago IL,5.0,63.0,37.0
457,505,what the constitution means to me (tour),US-IL-602,0.0,5.28,10.257142857142858,17.0,50.0,1,86.5,IL,Illinois,Midwest,East North Central,74,0,Chicago IL,5.0,63.0,37.0
458,506,wicked (tour: chicago),US-IL-602,10.0,15.333333333333336,30.93333333333333,18.0,75.0,0,49.86046511627906,IL,Illinois,Midwest,East North Central,74,0,Chicago IL,5.0,63.0,37.0
459,507,wicked (tour: emerald city),US-IL-602,14.0,18.4,32.08888888888889,10.0,100.0,0,35.5,IL,Illinois,Midwest,East North Central,74,1,Chicago IL,5.0,63.0,37.0
460,509,wicked (tour: munchkinland),US-IL-602,14.0,14.666666666666664,25.902439024390244,10.0,100.0,0,25.5,IL,Illinois,Midwest,East North Central,74,1,Chicago IL,5.0,63.0,37.0
461,512,xanadu (tour),US-IL-602,56.0,29.52,22.35820895522388,20.0,84.0,1,54.8,IL,Illinois,Midwest,East North Central,74,0,Chicago IL,5.0,63.0,37.0
462,513,young frankenstein (tour),US-IL-602,37.0,21.423076923076927,14.144444444444444,17.0,56.0,1,54.66666666666666,IL,Illinois,Midwest,East North Central,74,0,Chicago IL,5.0,63.0,37.0
463,403,a chorus line (tour),US-IL-609,0.0,3.8461538461538463,6.762295081967213,37.0,88.0,1,19.0,IL,Illinois,Midwest,East North Central,74,0,St. Louis MO,34.0,50.0,50.0
464,405,aladdin (tour),US-IL-609,12.0,17.5,17.811403508771924,6.0,82.0,0,86.0,IL,Illinois,Midwest,East North Central,74,0,St. Louis MO,34.0,50.0,50.0
465,408,an american in paris,US-IL-609,24.0,4.84,6.6455696202531644,18.0,41.0,1,91.5,IL,Illinois,Midwest,East North Central,74,0,St. Louis MO,34.0,50.0,50.0
466,410,anastasia (tour),US-IL-609,18.0,19.64,21.027027027027028,7.0,52.0,0,96.0,IL,Illinois,Midwest,East North Central,74,0,St. Louis MO,34.0,50.0,50.0
467,412,august: osage county (tour),US-IL-609,0.0,0.0,4.163461538461538,70.0,100.0,1,81.5,IL,Illinois,Midwest,East North Central,74,1,St. Louis MO,34.0,50.0,50.0
468,414,avenue q (tour),US-IL-609,0.0,7.6923076923076925,9.457711442786069,20.0,83.0,1,71.0,IL,Illinois,Midwest,East North Central,74,0,St. Louis MO,34.0,50.0,50.0
469,415,bombay dreams (tour),US-IL-609,0.0,3.8461538461538463,1.827586206896552,45.0,68.0,1,93.5,IL,Illinois,Midwest,East North Central,74,0,St. Louis MO,34.0,50.0,50.0
470,420,come from away (tour),US-IL-609,9.0,4.72,5.72,5.0,23.0,1,96.0,IL,Illinois,Midwest,East North Central,74,0,St. Louis MO,34.0,50.0,50.0
471,422,dirty rotten scoundrels (tour),US-IL-609,0.0,0.0,2.8936170212765964,82.0,100.0,1,33.0,IL,Illinois,Midwest,East North Central,74,1,St. Louis MO,34.0,50.0,50.0
472,424,doubt (tour),US-IL-609,100.0,25.30769230769231,16.44705882352941,31.0,98.0,1,48.0,IL,Illinois,Midwest,East North Central,74,0,St. Louis MO,34.0,50.0,50.0
473,426,evita,US-IL-609,22.0,12.692307692307693,12.646153846153846,14.0,62.0,1,94.0,IL,Illinois,Midwest,East North Central,74,0,St. Louis MO,34.0,50.0,50.0
474,429,finding neverland,US-IL-609,0.0,8.88,5.972602739726027,11.0,33.0,1,88.5,IL,Illinois,Midwest,East North Central,74,0,St. Louis MO,34.0,50.0,50.0
475,431,frozen (tour),US-IL-609,20.0,20.23076923076923,25.87301587301588,16.0,100.0,0,38.0,IL,Illinois,Midwest,East North Central,74,1,St. Louis MO,34.0,50.0,50.0
476,433,fun home,US-IL-609,16.0,14.84,13.130434782608695,9.0,46.0,1,85.0,IL,Illinois,Midwest,East North Central,74,0,St. Louis MO,34.0,50.0,50.0
477,435,grease (tour),US-IL-609,100.0,41.884615384615394,26.5625,10.0,73.0,1,39.0,IL,Illinois,Midwest,East North Central,74,0,St. Louis MO,34.0,50.0,50.0
478,437,hamilton (tour: angelica),US-IL-609,20.0,21.26923076923077,26.72,15.0,71.0,0,94.33333333333331,IL,Illinois,Midwest,East North Central,74,0,St. Louis MO,34.0,50.0,50.0
479,440,hedwig and the angry inch (tour),US-IL-609,40.0,16.64,7.090909090909091,20.0,100.0,1,39.0,IL,Illinois,Midwest,East North Central,74,1,St. Louis MO,34.0,50.0,50.0
480,441,"hello, dolly! (tour)",US-IL-609,8.0,7.3076923076923075,5.657894736842105,7.0,22.0,1,69.5,IL,Illinois,Midwest,East North Central,74,0,St. Louis MO,34.0,50.0,50.0
481,444,in the heights (tour),US-IL-609,36.0,18.115384615384613,20.594594594594593,26.0,100.0,1,51.5,IL,Illinois,Midwest,East North Central,74,1,St. Louis MO,34.0,50.0,50.0
482,445,into the woods (tour),US-IL-609,19.0,12.666666666666664,5.554838709677418,1.0,100.0,1,1.0,IL,Illinois,Midwest,East North Central,74,1,St. Louis MO,34.0,50.0,50.0
483,447,jersey boys (tour),US-IL-609,0.0,0.0,16.4006968641115,2.0,100.0,1,11.0,IL,Illinois,Midwest,East North Central,74,1,St. Louis MO,34.0,50.0,50.0
484,452,kinky boots (tour),US-IL-609,14.0,12.5,15.539325842696627,12.0,49.0,1,99.0,IL,Illinois,Midwest,East North Central,74,0,St. Louis MO,34.0,50.0,50.0
485,455,la cage aux folles (tour),US-IL-609,0.0,0.0,4.894736842105263,29.0,72.0,1,73.0,IL,Illinois,Midwest,East North Central,74,0,St. Louis MO,34.0,50.0,50.0
486,458,little women (tour),US-IL-609,0.0,10.307692307692307,12.046511627906975,39.0,100.0,1,34.5,IL,Illinois,Midwest,East North Central,74,1,St. Louis MO,34.0,50.0,50.0
487,459,love never dies (tour),US-IL-609,13.0,8.166666666666666,8.303030303030303,6.0,100.0,1,9.0,IL,Illinois,Midwest,East North Central,74,1,St. Louis MO,34.0,50.0,50.0
488,461,mary poppins (tour),US-IL-609,53.0,24.35483870967742,21.443298969072163,13.0,100.0,1,87.0,IL,Illinois,Midwest,East North Central,74,1,St. Louis MO,34.0,50.0,50.0
489,464,miss saigon (tour),US-IL-609,0.0,2.5,2.1578947368421053,5.0,13.0,1,97.0,IL,Illinois,Midwest,East North Central,74,0,St. Louis MO,34.0,50.0,50.0
490,466,movin' out (tour),US-IL-609,0.0,11.538461538461535,2.8395061728395063,51.0,90.0,1,76.0,IL,Illinois,Midwest,East North Central,74,0,St. Louis MO,34.0,50.0,50.0
491,467,newsies the musical (tour),US-IL-609,0.0,12.615384615384615,7.054054054054054,55.0,100.0,1,63.0,IL,Illinois,Midwest,East North Central,74,1,St. Louis MO,34.0,50.0,50.0
492,469,once (tour),US-IL-609,66.0,59.03846153846154,59.40425531914894,38.0,91.0,0,85.5,IL,Illinois,Midwest,East North Central,74,0,St. Louis MO,34.0,50.0,50.0
493,471,peter and the starcatcher (tour),US-IL-609,0.0,3.3846153846153846,3.9069767441860463,21.0,100.0,1,43.0,IL,Illinois,Midwest,East North Central,74,1,St. Louis MO,34.0,50.0,50.0
494,475,rodgers + hammerstein's cinderella (tour),US-IL-609,35.0,26.68,31.517647058823535,17.0,64.0,0,82.0,IL,Illinois,Midwest,East North Central,74,0,St. Louis MO,34.0,50.0,50.0
495,477,sister act (tour),US-IL-609,0.0,27.2,19.270491803278688,22.0,95.0,1,89.5,IL,Illinois,Midwest,East North Central,74,0,St. Louis MO,34.0,50.0,50.0
496,478,south pacific (tour),US-IL-609,0.0,35.153846153846146,24.66393442622951,31.0,87.0,1,67.0,IL,Illinois,Midwest,East North Central,74,0,St. Louis MO,34.0,50.0,50.0
497,480,spring awakening (tour),US-IL-609,0.0,3.8461538461538463,12.0,21.0,61.0,1,89.0,IL,Illinois,Midwest,East North Central,74,0,St. Louis MO,34.0,50.0,50.0
498,485,the book of mormon,US-IL-609,28.0,34.5,19.927710843373493,6.0,92.0,1,39.0,IL,Illinois,Midwest,East North Central,74,0,St. Louis MO,34.0,50.0,50.0
499,487,the book of mormon (tour: jumamosi),US-IL-609,18.0,38.333333333333336,16.19277108433735,5.0,89.0,1,32.0,IL,Illinois,Midwest,East North Central,74,0,St. Louis MO,34.0,50.0,50.0
